ID	Name	Title	Model	Kind	ForceID	MoveMode	Species	DropClassID	Level	AdjustLevel	Height	TouchRange	Intensity	IsSelectable	CanSeeLifeBar	AlarmRange	ReviveTime	MaxLife	LifeReplenish	LifeReplenishPercent	MaxMana	ManaReplenish	ManaReplenishPercent	MaxRage	WalkSpeed	RunSpeed	PhysicsAttackHit	SolarMagicHit	NeutralMagicHit	LunarMagicHit	PoisonMagicHit	Dodge	PhysicsCriticalStrike	SolarCriticalStrike	NeutralCriticalStrike	LunarCriticalStrike	PoisonCriticalStrike	PhysicsShieldBase	SolarMagicDefence	NeutralMagicDefence	LunarMagicDefence	PoisonMagicDefence	NpcDialogID	AIType	AIParamTemplateID	MeleeWeaponDamageBase	MeleeWeaponDamageRand	RangeWeaponDamageBase	RangeWeaponDamageRand	SkillID1	SkillLevel1	SkillInterval1	SkillType1	SkillRate1	SkillAniFrame1	SkillRestFrame1	SkillID2	SkillLevel2	SkillInterval2	SkillType2	SkillRate2	SkillAniFrame2	SkillRestFrame2	SkillID3	SkillLevel3	SkillInterval3	SkillType3	SkillRate3	SkillAniFrame3	SkillRestFrame3	SkillID4	SkillLevel4	SkillInterval4	SkillType4	SkillRate4	SkillAniFrame4	SkillRestFrame4	ThreatTime	ThreatPercent	OverThreatPercent	Drop1	Count1	Drop2	Count2	Drop3	Count3	Drop4	Count4	RepresentID1	RepresentID2	RepresentID3	RepresentID4	RepresentID5	RepresentID6	RepresentID7	RepresentID8	RepresentID9	RepresentID10	CorpseDoodadID	ShopTemplateID	MoneyMin	MoneyMax	MoneyDropRate	MapName	MasterID	CraftMasterID	RaceClass	CombatType	IsSpecial	JumpSpeed	IdleDialog1	IdleDialogRate1	IdleDialog2	IdleDialogRate2	IdleDialog3	IdleDialogRate3	IdleDialogAfterQuest	IdleDialogQuestID	HasBank	HasMailBox	ScriptName	MailOptionText	BankOptionText	ShopOptionText	SkillMasterOptionText	CraftMasterOptionText	ReputeID1	ReputeValue1	ReputeLowLimit1	ReputeHighLimit1	ReputeID2	ReputeValue2	ReputeLowLimit2	ReputeHighLimit2	ReputeID3	ReputeValue3	ReputeLowLimit3	ReputeHighLimit3	ReputeID4	ReputeValue4	ReputeLowLimit4	ReputeHighLimit4	Parry	ParryValue	Sense	HitBase	PursuitRange	ShopRequireReputeLevel	MasterRequireReputeLevel	CraftMasterRequireReputeLevel	BankRequireReputeLevel	MailBoxRequireReputeLevel	QuestRequireReputeLevel	CanSeeName	AIDefaultMode	ImmunityMask	DropNotQuestItemFlag	_NormalDpsCof	DailyQuestCycle	DailyQuestOffset	IsRandomDailyQuest	_Intensity	_EquipLevel	NpcExp	ProgressID	HasAuction	AuctionOptionText	AuctionRequireReputeLevel	AchievementID	CampLootPrestige	Prestige	CoinType1	CoinAmount1	Contribution	Drop5	Count5	Drop6	Count6	Drop7	Count7	Drop8	Count8	Drop9	Count9	Drop10	Count10	SkillID5	SkillID6	SkillID7	SkillID8	SkillLevel5	SkillLevel6	SkillLevel7	SkillLevel8	SkillInterval5	SkillInterval6	SkillInterval7	SkillInterval8	SkillType5	SkillType6	SkillType7	SkillType8	SkillRate5	SkillRate6	SkillRate7	SkillRate8	SkillAniFrame5	SkillAniFrame6	SkillAniFrame7	SkillAniFrame8	SkillRestFrame5	SkillRestFrame6	SkillRestFrame7	SkillRestFrame8	GuardForceID	HasTongRepertory	TongRepertoryOptionText	TongRepertoryRequireReputeLevel	DynamicReviveMinTime	KnockedBackRate	KnockedDownRate	KnockedOffRate	RepulsedRate	PullRate	AddCampScore	HasGameCardSale	GameCardSaleOptionText	GameCardTradeRequireReputeLevel	HasGameCardBuy	GameCardBuyOptionText
4899	偷懒的囚徒			2	29	1	1	269	65	1	950	27		1	1		180	5325	0	0	4793	0	0	100	6	22	9000	0	0	0	0	222	446	446	446	446	446	1950	65	65	65	65	0	4899	1	121	61	121	61	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3775	0	0	0	0	0	0	0	0	0	1	0	156	935	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	65	337																																																			29				0											
4900	铁线蛇王			2	28	1	2	0	60	0	950	56	3	1	1		180	5117	0	0	0	0	0	100	6	22	9000	0	0	0	0	211	374	374	374	374	374	1585	28	28	28	28	0	4900	1	121	61	121	61	28	1	22	1	1024	12	10	646	13	160	1	512	12	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3774	0	0	0	0	0	0	0	0	0	1	0	0	0	0	恶人谷敌对	0	0	2	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			28				0											
4901	挖矿恶丐			2	29	1	1	0	60	0	950	36	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4901	1	123	61	123	61	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3777	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			29				0											
4902	乞丐儿工头			2	28	1	1	0	60	0	950	36	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4902	1	123	61	123	61	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3767	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			28				0											
4903	印度番僧			2	0	1	1	0	60	0	950	31	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4903	1	112	56	112	56	28	1	30	1	1024	20	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3792	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	60	314																																																			0				0											
4904	游荡乞丐			2	0	1	1	0	60	0	950	27	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4904	1	123	61	123	61	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3791	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	7	0						3	60	314																																																			0				0											
4905	发狂乞丐			2	0	1	1	0	60	0	950	27	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4905	1	116	57	116	57	28	1	33	1	1024	23	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3746	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			0				0											
4906	鬼祟乞丐			2	0	1	1	0	60	0	950	27	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4906	1	112	56	112	56	28	1	25	1	1024	15	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3751	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			0				0											
4907	丐将萨多兰			2	28	1	1	0	60	0	950	27	6	1	1		180	91624	0	0	82461	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4907	1	2429	1214	2429	1214	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3747	0	0	0	0	0	0	0	0	0	1	0	1600	9600	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9000	3840	0	0	0	0	0	0	1	5	0						5	60	3925																																																			28															
4908	暗杀僧			2	28	1	1	0	60	0	950	28	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4908	1	112	56	112	56	28	1	27	1	1024	17	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3738	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			28				0											
4909	烧肉僧			2	29	1	1	0	60	0	950	31	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4909	1	112	56	112	56	28	1	30	1	1024	20	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3769	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	5	0						3	60	314																																																			29				0											
4910	烧肉尼姑			2	29	1	1	0	60	0	950	36	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4910	1	123	61	123	61	28	1	35	1	1024	25	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3768	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	60	314																																																			29				0											
4911	火蜥蜴			2	28	1	2	133	66	1	950	28		1	1		180	5416	0	0	4874	0	0	100	6	22	9000	0	0	0	0	225	452	452	452	452	452	1980	66	66	66	66	0	4911	1	123	62	123	62	28	1	28	1	1024	18	10	665	1	80	1	512	25	8	7189	1	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	4205	0	0	0	0	0	0	0	0	0	1	0	0	0	0	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	7	0						3	66	341																																																			28				0											
4912	客卿1			2	0	1	1	0	60	0	950	29	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4912	1	126	63	126	63	28	1	36	1	1024	26	10	625	13	240	2	512	17	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3762	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	60	314																																																			0				0											
4913	客卿2			2	0	1	1	0	60	0	950	31	3	1	1		180	4873	0	0	4386	0	0	100	6	22	9000	0	0	0	0	206	413	413	413	413	413	1800	60	60	60	60	0	4913	1	112	56	112	56	28	1	28	1	1024	18	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3764	0	0	0	0	0	0	0	0	0	1	0	128	768	838860	恶人谷敌对	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	1	0						3	60	314																																																			0				0											
4914	八重妙法村正	白发夜叉		2	26	1	1	0	73	0	950	43	6	1	1		15	424692	0	0	483372	0	0	100	6	28	9000	0	0	0	0	234	326	326	326	326	326	2688	73	73	73	73	0	4914	1	7716	3858	7716	3858	28	1	31	1	1024	21	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	99999999	0	20		0		0		0		0	3750	0	0	0	0	0	0	0	0	0	1	0	11111	63333	838860	日轮山城	0	0	1	3	0	0	我得尽快想办法干掉这个魔物……	500	つまらないんだな……	500		0					scripts\Map\日轮山城\npc\村正.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	2198	9000	-1	0	0	0	0	0	0	1		0						12	73	22222																																																			26															
4915	狼				28		2	30	50		950	71	3				0	4176			0					28						179	316	316	316	316	316	1321	23	23	23	23		4915	11	101	51	101	51	28	1	27			17	10			32							32							32					99999999											3752	0	0	0	0	0	0	0	0	0	390		0	0	0	日轮山城			2																							5															0	9000	-1								1							3	50	289																																																			28															
4916	蝰蛇			3	28		2	243	33		650	56	3				240	2392			0					22						125	217	217	217	217	217	872	15	15	15	15		4916	13	59	29	59	29	28	1	22			12	10	680	7	160	1	512	12	8															99999999											3755	0	0	0	0	0	0	0	0	0	1		0	0	0	寇岛			2																																						0	9000	-1								7							3	33	264																																																			28				0											
4917	北条信忠			2	26	1	1	0	50	0	950	27	4	1	1		180	8862	0	0	7976	0	0	100	6	28	9000	0	0	0	0	175	349	349	349	349	349	1500	50	50	50	50	0	4917	1	602	301	602	301	28	1	28	1	1	18	10	5089	1	16	8	2048	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	99999999	0	20		0		0		0		0	3757	0	0	0	0	0	0	0	0	0	1	0	135	810	734003	日轮山城	0	0	1	1	0	0	<G>阁下什么时候想回去都可以跟我说。很少有中原人士来此，上次渡船来此的人和阁下穿着一样，不过进去就没见活着出来……	500	<G>别看我这个打扮，其实我也是中原人士。当然帮你离开这里的。	500		0					scripts\Map\日轮山城\npc\北条.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	-1	0	0	0	0	0	0	1	5	0						4	50	481																																																			26				20											
4918	1二当家	师爷		3	26				48		1000	42	3				180	4369			3419					22	9450					191	336	336	336	336	336	1767	48	48	48	48		4918	23	63	31	63	31	28	1	34			24	10			19																														622										1		76	459	734003	测试				2			<G>哎呀呀……我们又见面了。	100																																	0	9450																3	48	286																																																			26				0											
4919	2二当家	师爷		3	26				48		1000	42					180	4369			3419					22	9450					191	336	336	336	336	336	1767	48	48	48	48		4919	23	63	31	63	31	28	1	28							19																														622										1		76	459	734003	测试				2			<G>哎呀呀……我们又见面了。	1000									scripts\Map\风雨稻香村\npc\火桶.lua																								0	9450																	48	286																																																			26				0											
4920	3二当家	师爷		3	29				48		1000	42	3				180	4369			3419					22	9450					191	336	336	336	336	336	1767	48	48	48	48		4920	23	63	31	63	31	28	1								19																														622										1		76	459	734003	测试				2			<G>哎呀呀……我们又见面了。	100																																	0	9450									3							3	48	286																																																			29				0											
4921	1毛贼				28			183	48	3		28	3				240	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48	1	4921	14	78	40	78	40	28	1	47			37	10																																	3597										1		76	459	734003	测试																																									0	9000									5							3	48	286																																																			28				0											
4922	2毛贼				28			183	48	3		29	3				240	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48	1	4922	14	78	40	78	40	28	1	24																																					7										1		76	459	734003	测试																																									0	9000									5							3	48	286																																																			28				0											
4923	3毛贼				28			183	48	3		28	3				240	3799			3419					22						169	336	336	336	336	336	1440	48	48	48	48	1	4923	14	78	40	78	40	28	1	28																																					3597										1		76	459	734003	测试																																									0	9000									5							3	48	286																																																			28				0											
4924	1忍者	一番队		2	28	1	1	156	48	0	950	33	3	1	1		240	3799	0	0	3419	0	0	100	6	22	9000	0	0	0	0	169	336	336	336	336	336	1440	48	48	48	48	0	4924	11	78	40	78	40	28	1	16	1	1024			688	10	120	7	500	13	8	0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2243	0	0	0	0	0	0	0	0	0	1	0	76	459	734003	测试	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	7							3	48	286																																																			28				0											
4925	2忍者	一番队		2	28	1	1	156	48	0	950	33	3	1	1		240	3799	0	0	3419	0	0	100	6	22	9000	0	0	0	0	169	336	336	336	336	336	1440	48	48	48	48	0	4925	11	78	40	78	40	28	1	20	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2243	0	0	0	0	0	0	0	0	0	1	0	76	459	734003	测试	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	7							3	48	286																																																			28				0											
4926	3忍者	一番队		2	29	1	1	156	48	0	950	33	3	1	1		240	3799	0	0	3419	0	0	100	6	22	9000	0	0	0	0	169	336	336	336	336	336	1440	48	48	48	48	0	4926	11	78	40	78	40	28	1	24	1	1024			0	0	32	1	1024			0	0	32	1	1024			0	0	32	1	1024			480	0	10		0		0		0		0	2243	0	0	0	0	0	0	0	0	0	1	0	76	459	734003	测试	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	2048	0	0	0	0	0	0	1	1							3	48	286																																																			29				0											
4927	机关兽				29		3	73	49	2		152	5				300	11501			0					28						138	393	393	393	393	393	1251	0	0	0	0		4927	11	870	320	1328	664	28	1	49			39	10	5073	6	240		256				7	160		256										99999999											3779	0	0	0	0	0	0	0	0	0	1		0	0	0	日轮山城			3	3	1																																				0	9500	-1								1							7	49	996																																																			29															
4928	日轮机甲侍			2	29	1	1	0	50	0	950	184	5	1	1		0	19335	0	0	17402	0	0	100	6	28	9000	0	0	0	0	175	349	349	349	349	349	1500	50	50	50	50	0	4928	1	1104	603	1104	603	28	1	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	99999999	0	20		0		0		0		0	3788	0	0	0	0	0	0	0	0	0	1	0	281	1687	734003	日轮山城	0	0	1	1	0	0		0		0		0											0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9500	-1	0	0	0	0	0	0	1	1	0						7	50	1003																																																			29															
4929	1狼(4929)				29		2	242	50	1	650	71	3				300	3424			0					22						170	343	343	343	343	343	1036	23	23	23	23		4929	13	121	61	121	61	28	1	27																																					3										364		0	0	0	测试			2	3																																					0	9000									3							3	50	289																																																			29				0											
4930	2狼				29		2	242	50	1	650	71	3				300	3424			0					22						170	343	343	343	343	343	1036	23	23	23	23		4930	13	121	61	121	61	28	1	27																																					3										364		0	0	0	测试			2	3																																					0	9000									3							3	50	289																																																			29				0											
4931	3狼				29		2	242	50	1	650	71	3				300	3424			0					22						170	343	343	343	343	343	1036	23	23	23	23		4931	13	121	61	121	61	28	1	27																																					3										364		0	0	0	测试			2	3																																					0	9000									3							3	50	289																																																			29				0											
4932	1水贼				28			171	50	1		33	3				240	3977			3579					22						175	349	349	349	349	349	1500	50	50	50	50	1	4932	13	94	47	94	47	28	1	28																																					9										1		81	486	734003	测试																																									0	9000									5							3	50	289																																																			28				0											
4933	扈影娘	菜贩		3	49	1	1	199	63	0	950	41	6	1	1		180	96718	0	0	87046	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4933	1	2559	1280	2559	1280	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3798	0	0	0	0	0	0	0	0	0		247	1800	10800	838860	南屏山	0	0	1	1	0	0	<G>看看多青葱的蔬菜啊，要是我们女人也能永远这般青葱就好了……	1000	<G>每个恶人谷的女子都有一段独特的故事，我也不例外……	1000		0								烹饪蔬菜店			0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9000	3840	4	0	0	0	0	0	1	1	254						5	63	4100																																																			49															
4934	宋南行	车夫		3	50	1	1	199	70	0	950	26	6	1	1		180	108678	0	0	97810	0	0	100	6	22	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	4934	1	2863	1431	2863	1431	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3639	0	0	0	0	0	0	0	0	0		0	2375	14225	838860	南屏山	0	0	1	1	0	0	<G>这再往南行一千里就到我们浩气盟啦，要不要我送你过去？	1000		0		0					scripts\Traffic\通用阵营车夫.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500		3840	0	0	0	0	0	0	1	5	0						5	70																																																				50															
4935	勥笑放	车夫		3	26	1	1	0	58	0	950	26	5	1	1		180	56195	0	0	50575	0	0	100	6	22	9000	0	0	0	0	200	401	401	401	401	401	1740	58	58	58	58	0	4935	1	3608	1804	3608	1804	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3641	0	0	0	0	0	0	0	0	0	1	0	614	3703	838860	南屏山	0	0	1	1	0	0	<G>瞅瞅，那边我兄弟就是全大唐最快的信使，他送信是最快的！因为他送信都是坐我的车，所以我也是最快的车夫。	1000		0		0					scripts\Traffic\世界通用车夫.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500	9500	3840	0	0	0	0	0	0	1	15	0						9	100	1588																																																			26															
4936	夏侯愆	车夫		3	49	1	1	199	70	0	950	46	6	1	1		180	108678	0	0	97810	0	0	100	6	22	9000	0	0	0	0	237	478	478	478	478	478	2100	70	70	70	70	0	4936	1	2863	1431	2863	1431	28	1	22	1	1024	15	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3642	0	0	0	0	0	0	0	0	0		0	2375	14225	838860	南屏山	0	0	1	1	0	0	<G>我敢说自己是咱恶人谷行的路最多的人，都赶上绕大唐十几圈了。	1000		0		0					scripts\Traffic\通用阵营车夫.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	500		3840	0	0	0	0	0	0	1	5	0						5	70																																																				49															
4937	战死的浩气盟弟子			3	26	1	1	0	63	0	950	28	3	1	0		180	5144	0	0	4630	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4937	1	118	58	118	58	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3799	0	0	0	0	0	0	0	0	0	1	0	144	864	838860	南屏山	0	0	1	1	0	0	<G><F174 这是一个战死的浩气盟弟子，尸体尚未装殓。>	1000		0		0					scripts\Map\南屏山\npc\金生.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0						3	63	328																																																			26				0											
4938	战死的浩气盟弟子			3	26	1	1	0	63	0	950	28	3	1	0		180	5144	0	0	4630	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4938	1	118	58	118	58	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3803	0	0	0	0	0	0	0	0	0	1	0	144	864	838860	南屏山	0	0	1	1	0	0	<G><F174 这是一个战死的浩气盟弟子，尸体尚未装殓。>	1000		0		0					scripts\Map\南屏山\npc\木生.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0						3	63	328																																																			26				0											
4939	凶狠的一刀流			2	28	1	1	156	66	0	950	36	3	1	1			5416	0	0	4874	0	0	100	6	22	9000	0	0	0	0	225	452	452	452	452	452	1980	66	66	66	66	0	4939	1	123	62	123	62	28	1	26	1	1024	16	10	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3804	0	0	0	0	0	0	0	0	0	1	0	162	972	838860	南屏山	0	0	1	1	0	0		0		0		0					scripts\Map\南屏山\npc\凶狠的一刀流.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1								3	66	0																																																			28				0											
4940	战死的浩气盟弟子			3	26	1	1	0	63	0	950	28	3	1	0		180	5144	0	0	4630	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4940	1	118	58	118	58	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3802	0	0	0	0	0	0	0	0	0	1	0	144	864	838860	南屏山	0	0	1	1	0	0	<G><F174 这是一个战死的浩气盟弟子，尸体尚未装殓。>	1000		0		0					scripts\Map\南屏山\npc\土生.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0						3	63	328																																																			26				0											
4941	战死的浩气盟弟子			3	26	1	1	0	63	0	950	28	3	1	0		180	5144	0	0	4630	0	0	100	6	22	9000	0	0	0	0	216	433	433	433	433	433	1890	63	63	63	63	0	4941	1	118	58	118	58	28	1	22	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	0	0	32	1	1024	16	8	4800	0	20		0		0		0		0	3801	0	0	0	0	0	0	0	0	0	1	0	144	864	838860	南屏山	0	0	1	1	0	0	<G><F174 这是一个战死的浩气盟弟子，尸体尚未装殓。>	1000		0		0					scripts\Map\南屏山\npc\火生.lua						0	0	1	13	0	0	1	13	0	0	1	13	0	0	1	13	0	0	0	9000	3840	0	0	0	0	0	0	1	15	0						3	63	328																																																			26				0											
